0.94615,0.83895,0.82598,0.85617,0.79172,0.28189,0.44218,0.34323,0.64258,0.17460,0.44847,0.81515,0.20071,0.15736,0.85875,0.32295,0.29937,0.90681,0.59410,0.23498,0.24072,0.30624,0.44839,0.69581,0.23080,0.71658,0.13102,0.68046,0.13522,0.42607,0.62498,0.86050
0.42937,0.40685,0.48405,0.22879,0.92036,0.23875,0.47935,0.90501,0.70319,0.18296,0.96898,0.50258,0.15051,0.01697,0.64571,0.32196,0.27290,0.35721,0.15472,0.99747,0.58816,0.76219,0.23467,0.48514,0.40038,0.50745,0.00746,0.70620,0.61687,0.59283,0.20614,0.06203
0.29906,0.52146,0.50715,0.87699,0.61877,0.39302,0.68041,0.58379,0.70318,0.41008,0.53939,0.97846,0.53994,0.64089,0.16246,0.35083,0.83721,0.33888,0.34045,0.51454,0.32750,0.59028,0.22961,0.65854,0.44793,0.11161,0.50695,0.49617,0.03268,0.64013,0.76348,0.37360
0.33697,0.87457,0.71561,0.86573,0.95249,0.83960,0.59281,0.90061,0.71994,0.39944,0.84035,0.64136,0.87493,0.34043,0.47562,0.29635,0.81236,0.90725,0.46430,0.50593,0.40180,0.22736,0.44219,0.63677,0.64838,0.54439,0.04514,0.27024,0.03783,0.24639,0.55471,0.66583
0.69589,0.92321,0.01580,0.11091,0.76976,0.88864,0.40001,0.33308,0.51786,0.65258,0.97454,0.86227,0.52101,0.93886,0.48750,0.70475,0.86841,0.97065,0.57331,0.32591,0.77204,0.16521,0.83645,0.80815,0.68035,0.83644,0.64983,0.72314,0.26716,0.90934,0.02312,0.10465
0.83372,0.68678,0.05436,0.11957,0.65260,0.12405,0.56608,0.54622,0.03973,0.47836,0.03799,0.38669,0.98826,0.92051,0.24685,0.72140,0.18779,0.60669,0.12636,0.72492,0.02360,0.21974,0.53633,0.63080,0.45525,0.21033,0.89063,0.86703,0.99769,0.91958,0.51394,0.87196
0.44411,0.93998,0.83359,0.92421,0.06410,0.95428,0.90202,0.94322,0.59600,0.90231,0.09088,0.99605,0.89793,0.92040,0.78405,0.25174,0.79221,0.19941,0.99941,0.43611,0.74413,0.85452,0.96030,0.48748,0.95677,0.14363,0.77757,0.66230,0.22760,0.54079,0.64108,0.91080
0.89675,0.96620,0.96857,0.25528,0.12003,0.78350,0.29581,0.00050,0.76501,0.73009,0.67157,0.69773,0.64233,0.17616,0.00907,0.26977,0.66135,0.40033,0.75222,0.18881,0.83058,0.82278,0.50952,0.32214,0.24614,0.23712,0.49608,0.59135,0.96839,0.20705,0.15886,0.03420
0.80413,0.56174,0.59295,0.91398,0.25604,0.50767,0.74882,0.70216,0.18219,0.81453,0.44093,0.03949,0.72605,0.23097,0.96469,0.70060,0.77831,0.99660,0.14622,0.78763,0.53538,0.30620,0.48474,0.30608,0.66235,0.59816,0.57880,0.15973,0.79552,0.67869,0.36118,0.90866
0.06814,0.20440,0.25396,0.36429,0.50824,0.87642,0.69605,0.69617,0.51899,0.75241,0.20162,0.56150,0.48053,0.55735,0.92450,0.43770,0.51338,0.75548,0.29975,0.29896,0.88224,0.88177,0.79832,0.72286,0.82837,0.10689,0.21099,0.14181,0.57499,0.66383,0.16075,0.25476
0.45829,0.66678,0.82954,0.68456,0.17331,0.77646,0.68663,0.17420,0.03787,0.15469,0.78479,0.84024,0.01344,0.78748,0.49262,0.70956,0.80374,0.37348,0.95941,0.96296,0.58453,0.39028,0.02481,0.74971,0.66432,0.78454,0.10566,0.76583,0.02720,0.49681,0.83848,0.36318
0.05562,0.94410,0.17999,0.57019,0.87812,0.99834,0.65585,0.28573,0.56836,0.20268,0.49929,0.78437,0.62520,0.46844,0.66558,0.02184,0.72017,0.48182,0.86357,0.59916,0.41681,0.69988,0.43191,0.10931,0.85570,0.70989,0.11893,0.12189,0.08640,0.90062,0.47158,0.10979
0.68320,0.89248,0.71305,0.14187,0.86773,0.95066,0.79786,0.55549,0.35667,0.51828,0.43342,0.00195,0.39057,0.46994,0.40105,0.36632,0.59791,0.61719,0.98537,0.13633,0.00661,0.73574,0.72464,0.26608,0.36688,0.55158,0.03137,0.49906,0.69274,0.14382,0.72642,0.10395
0.53712,0.82545,0.71463,0.95330,0.76099,0.90922,0.16981,0.89446,0.14525,0.98146,0.72022,0.08982,0.10229,0.80073,0.81405,0.82426,0.79912,0.81577,0.17764,0.02944,0.99760,0.01772,0.76140,0.00998,0.30711,0.85459,0.30332,0.51155,0.39466,0.83406,0.48231,0.96259
0.62284,0.33546,0.29911,0.90909,0.38285,0.78441,0.14669,0.19731,0.09850,0.17992,0.55236,0.66135,0.48575,0.83561,0.12422,0.70094,0.69649,0.36032,0.73505,0.00753,0.96987,0.83837,0.69229,0.86419,0.75567,0.58961,0.14547,0.41281,0.07981,0.63452,0.02268,0.14100
0.93148,0.07893,0.17936,0.83671,0.53081,0.76333,0.29970,0.55696,0.71670,0.76522,0.63027,0.38711,0.21859,0.91654,0.06402,0.60101,0.78590,0.56220,0.77578,0.80314,0.20333,0.88761,0.62795,0.43201,0.13207,0.73233,0.30946,0.04214,0.11977,0.36864,0.88668,0.30901
0.47912,0.67046,0.71771,0.46774,0.52217,0.42931,0.33349,0.52887,0.98394,0.69892,0.55390,0.91606,0.48513,0.82302,0.13351,0.91723,0.16349,0.98811,0.85410,0.72267,0.20167,0.00056,0.21382,0.72815,0.73491,0.60838,0.47994,0.03781,0.06400,0.83992,0.06112,0.34446
0.65287,0.76965,0.87258,0.27554,0.03721,0.42433,0.21006,0.30689,0.17808,0.84558,0.86328,0.76788,0.65906,0.78308,0.45941,0.21568,0.28528,0.57608,0.35796,0.36198,0.00163,0.46926,0.84557,0.12116,0.20119,0.88319,0.47490,0.20963,0.37888,0.25214,0.84806,0.33860
0.64721,0.90423,0.41055,0.72803,0.70113,0.53812,0.44837,0.27365,0.74754,0.37729,0.35212,0.59096,0.07579,0.87314,0.73435,0.41522,0.93590,0.82715,0.77816,0.06325,0.97644,0.03213,0.48168,0.37124,0.87940,0.28365,0.72113,0.98391,0.10221,0.55276,0.36807,0.90811
0.43934,0.25782,0.51881,0.60746,0.56182,0.62012,0.33479,0.94740,0.25336,0.13362,0.78883,0.74102,0.70846,0.57651,0.96715,0.43698,0.79204,0.97794,0.47276,0.12752,0.24386,0.71008,0.47055,0.45088,0.88031,0.81466,0.05226,0.60187,0.51855,0.99764,0.23948,0.45052
0.07884,0.06314,0.26735,0.17280,0.38759,0.88153,0.30489,0.51394,0.28855,0.80777,0.73287,0.85953,0.08940,0.96577,0.60422,0.52057,0.76899,0.82839,0.48848,0.06439,0.24247,0.68842,0.98252,0.17134,0.22905,0.16996,0.03935,0.21568,0.88903,0.17124,0.39334,0.79293
0.62609,0.30033,0.95504,0.14036,0.08126,0.26952,0.86250,0.12688,0.24861,0.94110,0.14195,0.02460,0.57810,0.43532,0.82071,0.60917,0.43814,0.28572,0.92069,0.81614,0.08298,0.39914,0.47342,0.22162,0.63775,0.96219,0.69806,0.22662,0.65757,0.14916,0.23198,0.65995
